	Neu	OxA	SNs	x	y	r	angle	z	pvalue	col	lab
DCAF13	0.282642729197183	0.664541397148381	-0.428066724759941	0.164405393002963	0.946226389953811	0.960402787529004	80.1433455296232	5.05825044490379	8.74479343179043e-06	purple	N+O+
TMEM186	0.360419973471541	-0.10188120061131	-0.128173858997359	0.475447503275875	0.0227701100953451	0.47599244351672	2.74191181535274	0.755604817222218	0.175547715764814	grey60	ns
POLR1A	-0.260116993987209	0.202618925597648	0.0357038298509036	-0.379278371711485	0.144552713191793	0.405891081620703	159.136873388192	0.075664117836684	0.840109473698172	grey60	ns
POC1A	0.124444645711092	-0.199297159221316	0.0279573201160564	0.210114565263722	-0.196808152229971	0.287891610367753	316.872910271167	0.278918448519544	0.526116050778922	grey60	ns
ZNF473	-0.0930661666968859	0.0780598649644664	0.0103254194301402	-0.137258808894189	0.0586597505439798	0.149268037278359	156.859782925035	0.0333211033156319	0.926144808607345	grey60	ns
TRIM58	0.10925435205674	-0.227054811163818	0.0474620279248455	0.199050743676226	-0.237738556417387	0.310065831341478	309.938340215926	0.022547488777432	0.949407178745824	grey60	ns
PLEKHG4	0.0051202981875317	0.509768450639259	-0.226755861411298	-0.136385996426449	0.637848764740639	0.652266959689355	102.069343457447	1.21023913331839	0.0616255582808025	grey60	ns
EEF1AKMT3	-0.143718834781062	0.280489147928942	-0.0544301843938211	-0.256748316548622	0.290048650010036	0.387360190808498	131.51494961592	0.259681064805598	0.549944591391986	grey60	ns
INTS7	0.109214243527569	0.212098476173523	-0.145746166409573	0.0760380886455937	0.309902551085124	0.319094628745053	76.2141729198963	0.856887309822913	0.139031334114184	grey60	ns
RNF19A	-0.159805801331398	0.472836939207016	-0.131341468612015	-0.330553536628899	0.523233849589315	0.618901690039643	122.282692957465	0.67066111311581	0.213471001154846	grey60	ns
RCHY1	-0.105043761977638	0.375546597432473	-0.114819497121021	-0.235407312133363	0.424669495037888	0.485552039045857	119.00094610824	1.13639818060641	0.0730469049674245	grey60	ns
IFFO1	-0.328221673837449	-0.0810028922233157	0.193187676020233	-0.384314065735907	-0.237455997577004	0.451755079559437	211.710660520682	0.998417699648554	0.100365002638303	grey60	ns
CCDC28A	0.0364532115393414	0.0190539847584363	-0.025881294832601	0.0398668665764238	0.0389150936519947	0.0557113234860373	44.307837496883	0.0591991944452886	0.872571061264264	grey60	ns
MTHFD1L	0.0859516221271816	0.189665152006492	-0.124709445503896	0.0534737688758836	0.272256387748504	0.277458077243492	78.8880059344777	0.264203918060829	0.544247047794632	grey60	ns
OLFML2B	-0.111577144932024	-0.103522102144307	0.0991067545108712	-0.109369471115306	-0.17548173740318	0.206774082936137	238.066663590382	0.0778705559663691	0.835852111762796	grey60	ns
CNOT10	-0.125632987976151	0.269748433077273	-0.0583854763254668	-0.231314466352054	0.284172301385874	0.36641544620646	129.145372610259	0.591437130412158	0.256190410508247	grey60	ns
ANAPC15	0.00969779691656043	-0.085367027402467	0.032906549537128	0.0359280358492299	-0.102427922226143	0.108546317355995	289.329037839031	0.00299952043716378	0.993117145054282	grey60	ns
TMEM158	0.109224084904509	-0.592584946870875	0.208309815869017	0.301361650405438	-0.693595210290658	0.756236180087432	293.484566278345	1.71050287847054	0.0194758814143472	grey60	ns
AHCTF1	-0.206236434946109	0.207182481556018	0.00783319688948402	-0.313744274168861	0.172641544747474	0.358106928928413	151.177683380152	0.126833037949665	0.746735781570205	grey60	ns
DPCD	0.0844268447723464	-0.0092207612737777	-0.0364677505302696	0.10727110067437	0.0235965848727636	0.10983573124238	12.4058609484462	0.0262851121153482	0.941271453726113	grey60	ns
C1orf43	0.200765886239042	0.356405729585067	-0.25318614641217	0.149156094652593	0.527922050554221	0.548588399470301	74.2231932945479	1.36179606087323	0.0434714312523032	grey60	ns
POT1	-0.142091411234368	0.585210500370371	-0.189288742770463	-0.340052290034322	0.670736019771783	0.752012212784394	116.884269520629	2.37556562639788	0.00421147642171391	red	O+
RTTN	0.0178974741991614	0.386425482384546	-0.1786179998648	-0.0860062670607116	0.489342009870755	0.496842712131383	99.9684358675453	1.06946626399212	0.085218470654075	grey60	ns
NDUFAF3	0.166580829698113	-0.454927156988823	0.12020915081999	0.333939832782529	-0.498082653201218	0.599668359461117	303.839901695224	1.59370109976389	0.0254858369458721	grey60	ns
THUMPD3	0.129239540937776	0.521813126991641	-0.291632755526458	0.0141493552051842	0.704464798864526	0.704606881240851	88.8493543649729	2.45215115255182	0.00353060268740581	red	O+
NELFB	0.252373371493072	-0.506880225579645	0.101888080938357	0.454869443813716	-0.527208818463422	0.696315552878863	310.787230752169	1.53574841433379	0.029124037774302	grey60	ns
ZDHHC5	-0.356737279008401	-0.424940368599919	0.358207656107985	-0.323370922762435	-0.678226084320648	0.751371662455503	244.508694521953	2.55688538242841	0.00277405212676667	green3	S+
ATL3	0.0892756633341417	0.476631476397076	-0.252570168015093	-0.0227549908568497	0.631507148542325	0.63191697893707	92.0636363766924	2.54231556527358	0.00286869538488369	red	O+
NOL11	0.134073319625176	0.660686940793002	-0.355057447369003	-0.0187414270868239	0.879660443899778	0.879860067085218	91.2205189554067	3.93719529161624	0.000115559248363727	purple	N+O+
GEMIN5	-0.0740529480714761	0.396388804446847	-0.138865658882299	-0.20281452085375	0.463543962732047	0.505971081440892	113.630834015076	1.36696674684834	0.0429569316859932	grey60	ns
PTPN23	-0.00956282435703884	-0.288850493485212	0.131684372824881	0.0690202359731266	-0.364193877401634	0.370676372743964	280.731149519241	0.556176851823832	0.277858155344572	grey60	ns
CLIC4	-0.0954562199718785	0.0764450678769883	0.0121831557206305	-0.139770331770688	0.0556524484231699	0.150442482892239	158.289002781264	0.0558045843390613	0.8794181318457	grey60	ns
NIPSNAP3A	0.00472244928591917	0.470651158397529	-0.209353285352144	-0.125926487236773	0.588901122973523	0.602214258239765	102.069954315513	1.28979192318588	0.0513107162226286	grey60	ns
NSL1	0.103266803024669	0.443632036858613	-0.24476616166963	0.00383386543017751	0.596170327844902	0.596182655171077	89.6315461033893	1.84023554129475	0.014446560434345	grey60	ns
HEATR5A	-0.178457448651012	0.262865779037047	-0.0300013674238146	-0.294889654457628	0.253630388768964	0.388957944273202	139.301644897962	0.0758655094263343	0.839719987377781	grey60	ns
SAMHD1	-0.276295766144023	0.377656398696466	-0.0335468476773318	-0.44835054165359	0.35611245747834	0.572568153648394	141.540853840669	1.21269121375574	0.0612785931714163	grey60	ns
FAM98A	0.103616046228837	0.449256735749189	-0.247408665919482	0.00269201131398297	0.603329935782759	0.603335941525567	89.7443523783986	1.74852712333506	0.0178432054748506	grey60	ns
TPGS2	0.169646605005614	-0.186439365141975	0.00060295025978659	0.262564812446708	-0.161983396720587	0.30851078027893	328.328431836292	0.00227115191587249	0.99478412959223	grey60	ns
SIN3A	0.05115299640866	0.112580184503469	-0.0740887194576454	0.0319072638857482	0.161660012926923	0.164778740340517	78.8348870379908	0.430302620417002	0.371276430085986	grey60	ns
DNAAF9	-0.217864875102094	0.345712871786782	-0.0475385235371769	-0.366952049226897	0.340565698424225	0.500638393828319	137.135813855082	0.384276840975441	0.412784288801533	grey60	ns
NECTIN3	-0.0206933029331925	0.321443449535149	-0.131502332387536	-0.115663861506999	0.392262553682052	0.408959704469615	106.428857758384	0.0847887923953807	0.822642623105866	grey60	ns
ZNF385A	-0.125020340218525	-0.625200966501166	0.335098188565405	0.0200310487493555	-0.831643463520382	0.831884663478163	271.379765174423	4.19624354001706	6.36438524162783e-05	green3	S+
KBTBD2	-0.250399599672298	0.398010493373451	-0.0549328092416207	-0.421938441738213	0.392260406538675	0.576107867637961	137.087541239278	0.844588782635391	0.143024756603309	grey60	ns
SYF2	-0.21555987574826	0.313182172965406	-0.0343314157456198	-0.354985254358153	0.300955595984046	0.46539102007434	139.708806619178	0.766138216712871	0.171341191754398	grey60	ns
RWDD3	0.143878502618984	0.414746815804698	-0.251550280211178	0.0622802348222239	0.577030211617548	0.580381506225779	83.8397781639878	1.3135844957131	0.0485753014331728	grey60	ns
PNKD	-0.230943489468504	-0.641712734218262	0.393206478000933	-0.10669036135984	-0.896266328646402	0.902594130865249	263.211530396396	3.94976923225161	0.000112261481112208	green3	S+
SEC31B	0.207334655302449	0.147758356150076	-0.164534311251195	0.215722632853009	0.270453383385105	0.345949832937501	51.4229702973476	0.770914330338523	0.16946720613449	grey60	ns
PNISR	-0.188386005564678	0.564660804858052	-0.158025471466499	-0.391703672260455	0.625864674263442	0.738334854488944	122.040803243743	1.79752326561232	0.0159395748844529	grey60	ns
KANK2	-0.096569978300667	-0.0374914579136723	0.0628498310663413	-0.109249164877001	-0.0868981053051674	0.139594630025478	218.499163453739	0.303020253871991	0.497713872922243	grey60	ns
ADGRA2	0.113581931463354	-0.320750894679521	0.0866110665565807	0.230651845524824	-0.352785806965916	0.421495076413236	303.176714328893	0.272487013912983	0.533965239734666	grey60	ns
NUDT13	-0.332856984963602	0.395947597907032	-0.0144455902965611	-0.523607988768838	0.3554109265244	0.632836671342203	145.83240118574	0.344624118004432	0.452247195110558	grey60	ns
VIRMA	0.119742405519411	0.29816533520951	-0.188669102141538	0.0649942889854248	0.421610990183111	0.426591238358109	81.2364396998185	1.29233124837817	0.0510115772189651	grey60	ns
TMEM87A	-0.12151049098454	0.40507902400988	-0.119909734891781	-0.26409513554359	0.454653601910103	0.525790964497886	120.151065680758	0.641334791931824	0.22838375441261	grey60	ns
C2CD2	0.0497750101271895	0.158090594207056	-0.0934518663121687	0.0174556461797459	0.217842160940093	0.218540400536381	85.4186897998276	0.180156178002176	0.660455896678253	grey60	ns
SH2B1	0.0988300097855017	0.0049832674301337	-0.0496310423663047	0.121153897253587	0.047297379693869	0.130058867231876	21.325221418478	0.196358383321477	0.636270248849272	grey60	ns
UNC50	0.0463557910647942	0.296221954893836	-0.152588439864388	-0.0254609664499296	0.388681203343145	0.389514234200548	93.7478649967332	0.891418183684987	0.128404964855248	grey60	ns
PARS2	0.19117859345166	-0.0928906156123785	-0.0508938539873606	0.263070828251529	-0.0363702624439449	0.26557307218012	352.128599326417	0.182657846737285	0.656662405506499	grey60	ns
MMACHC	0.119470973384641	-0.00615840649127608	-0.0546363683684665	0.149868360814512	0.0419831465093404	0.155637753016591	15.6493384248529	0.166091161593803	0.682195481281552	grey60	ns
TIPARP	-0.0361546892543425	0.244282174222269	-0.0901299058157195	-0.113230823457617	0.289609356645293	0.31095787309118	111.354394105255	0.411389088741197	0.387802773950186	grey60	ns
NECAP1	-0.299461789620142	0.378755084057387	-0.0229105779675761	-0.477384042665047	0.347852667141513	0.590675039449516	143.920515885483	0.470514211163118	0.338443197007262	grey60	ns
CHMP2B	-0.296436741492601	0.261812349398815	0.0270922021809758	-0.440889017282497	0.203273610270672	0.485492828157944	155.247750463956	0.401990160997849	0.396287012091356	grey60	ns
DHRS7B	-0.0954112899920588	-0.655654529586271	0.334285412214152	0.065273268694001	-0.857313137820055	0.859794403264448	274.353929934379	2.93451135768869	0.00116275614215516	green3	S+
AAR2	-0.175604084007823	0.000213384007113505	0.084196071360618	-0.217808811691688	-0.072731140726221	0.229631220181148	198.465295618623	0.207091395456438	0.620738388687185	grey60	ns
DNAH1	-0.457230034145239	0.10087709383404	0.175084495102725	-0.595210828613622	-0.0642654946475071	0.598670179899753	186.162408711013	0.576761271372132	0.264995640075176	grey60	ns
NGDN	0.189732889179768	0.471834748160307	-0.298679075996812	0.103155053098021	0.667284545687161	0.675210804040173	81.2122475492146	2.23235733922183	0.00585656086063268	red	O+
KRT23	0.00338772222081153	-0.500674901093155	0.218670849814989	0.144389747859894	-0.622971694390846	0.639485833540701	283.049359554227	1.49078567308228	0.0323008779603369	grey60	ns
HINFP	-0.150070458294741	0.180924756584992	-0.00757307291591187	-0.236746300129282	0.163243908906011	0.287571529223283	145.412533662784	0.0246064761068886	0.944916698532528	grey60	ns
ULK3	0.274215843545439	-0.0573342478652184	-0.106396535841106	0.3560812353986	0.042489187754906	0.358607274436904	6.80461210443878	0.733695882591443	0.184630785515235	grey60	ns
SNED1	-0.180181867016585	0.457009685210181	-0.114596965324524	-0.351388226959414	0.495025880335188	0.607062029983188	125.368583844473	0.594218397619285	0.254554982685003	grey60	ns
HIGD1A	-0.205455209071638	0.511014965915557	-0.126228084648459	-0.397848649705187	0.551868670173529	0.680325346574226	125.788279437104	1.54203582447392	0.0287054378426017	grey60	ns
REXO2	0.189121806909524	0.340336789063035	-0.240526654504312	0.139216739630162	0.503042498259031	0.52195120044688	74.5306012703553	1.73521850264942	0.0183984610346199	grey60	ns
IBTK	-0.0661770163963844	0.492105142513404	-0.184761294835634	-0.219848940235269	0.586183529713335	0.626054859441052	110.558625961853	1.18236863120384	0.0657099851126536	grey60	ns
CLIP3	-0.0705034249269198	-0.00959468332455387	0.0380633046277248	-0.0847377355785053	-0.0412730282599261	0.0942546905608275	205.969225186267	0.00765763273116129	0.982522189290263	grey60	ns
TBC1D10B	-0.00543192466926787	-0.78122694550831	0.346347179864912	0.212007958152431	-0.976507837223229	0.999257189355349	282.249289679624	5.78327945685502	1.64710218436027e-06	green3	S+
RNF167	-0.178305412568591	-0.688470593246439	0.38851365906135	-0.0283269454760461	-0.932695721974335	0.93312578231942	268.260401932862	4.55233636631186	2.80326163700731e-05	green3	S+
GORASP2	0.258165583771499	-0.0592961475997505	-0.0978291752664458	0.336728245204597	0.0333705808440867	0.338377757520259	5.65966973451387	0.710730681054354	0.194656683149269	grey60	ns
C2CD3	-0.333016298672446	0.0927160598666706	0.119052757021428	-0.438900707116495	-0.0228082487877972	0.439492942969652	182.974800229288	0.351244532909086	0.445405388787677	grey60	ns
TKFC	0.178113280748021	-0.488659258980954	0.129515699192569	0.357685060642213	-0.535355217761653	0.643850768261754	303.747938619691	1.25123668823434	0.0560742291108851	grey60	ns
ZZZ3	-0.232959188754741	0.628791043588203	-0.164847648576539	-0.464930886260573	0.687311268840925	0.829793654636358	124.076339004818	2.05453092761326	0.00882000989556844	grey60	ns
SPATS2L	-0.397170745455632	0.0889248022825073	0.151515044814399	-0.517390669004085	-0.0542047400616476	0.520222316147285	185.980808530356	1.60626706203522	0.0247589907721701	grey60	ns
NSMF	0.216116149464019	-0.0396078185931378	-0.0863083115617601	0.279074214541468	0.0404438132800834	0.281989572953632	8.24597393397257	0.273080858713315	0.533235606270539	grey60	ns
L3MBTL1	-0.259566551479595	0.308404873936357	-0.0111061998217857	-0.408215888536881	0.276704706664995	0.493158905774311	145.869043911178	0.203322845306576	0.626148226309936	grey60	ns
RPAP1	-0.077919112664713	0.0400120500047055	0.0197958720769973	-0.107823073705564	0.0175077236528216	0.109235230630137	170.77711643178	0.019395011178055	0.956323854253887	grey60	ns
FAM32A	-0.0734353593320147	-0.0400141747822899	0.0528552093835649	-0.0798558766326522	-0.0804272459214465	0.113338002979046	225.204244274772	0.092552887734876	0.808066517983996	grey60	ns
LRIG1	-0.170456668451624	0.589798136066531	-0.177691979012495	-0.376509746978642	0.664665936811878	0.763898158871936	119.530019490136	1.8165443708424	0.0152565251452738	grey60	ns
UPF2	-0.202380065756895	0.372988492079999	-0.0669725049518949	-0.355388059320947	0.38101740010395	0.521032563176125	133.006722284967	0.642314713096254	0.227869021230254	grey60	ns
LRP10	-0.0984432415044729	-0.789181120896063	0.3944924491164	0.0989010943853582	-1.02509138141901	1.02985133234373	275.51085541857	5.70114478049472	1.99000981999746e-06	green3	S+
PTCD1	-0.209511317936689	-0.115993193154532	0.151602437597605	-0.227315940158226	-0.231744614173071	0.324619935999383	225.552729821765	0.0405607319264634	0.91083407193271	grey60	ns
ACOT11	-0.143050798126589	-0.255395107430146	0.181038230370033	-0.105872359596533	-0.37796235759339	0.392510509775333	254.351723320324	0.775126643905819	0.167831453619184	grey60	ns
PLEKHG3	-0.111922830795951	-0.631608283383137	0.331630603470634	0.0380660091603006	-0.83418934592841	0.835057414740963	272.612727808722	3.11800690536816	0.000762066892914757	green3	S+
OSBPL3	-0.222502739841906	0.487119548878097	-0.10753128638224	-0.412296871089835	0.514982729717087	0.659693809139763	128.680879093307	1.03835580063927	0.0915470173574363	grey60	ns
IPCEF1	-0.118697097515671	0.527286400436982	-0.175031409384737	-0.294824593041793	0.608225064835857	0.675913655844325	115.86083384162	1.09691731175976	0.0799986555315482	grey60	ns
GLCE	-0.0616176375141214	0.526979945653279	-0.202294710080668	-0.223960255300427	0.631570378201749	0.670103975944131	109.524941572555	1.39629503394625	0.0401517950664516	grey60	ns
ZNF451	-0.119489184169554	0.506301664752387	-0.165417924089653	-0.289931054500921	0.581726228156845	0.649973400140041	116.491563277478	1.12131391255355	0.075628604601677	grey60	ns
SIPA1L1	-0.237649960229723	-0.557277545685752	0.359274101011995	-0.138648237892844	-0.793757009920709	0.805775107997917	260.091912096964	2.5585613385194	0.00276336760141416	green3	S+
SS18L1	-0.187385058989086	0.658616515312385	-0.199846438422692	-0.416770097433932	0.743450726142402	0.8523005903534	119.274498690987	3.37181020076179	0.000424805175521661	red	O+
SETBP1	0.188555315119426	0.302875529878453	-0.223771784403845	0.149003442382122	0.456089953003317	0.479812537427161	71.9079149386807	1.73065094508147	0.0185929822597495	grey60	ns
UBXN7	-0.121954482867518	0.186215409174332	-0.0233966282602975	-0.203363873324535	0.181529349357404	0.272598183507667	138.24683986143	0.454787015875315	0.350923929792678	grey60	ns
LTN1	-0.350776409001533	0.497085223611337	-0.0503448220682486	-0.574146609773077	0.474088326353397	0.744583152306365	140.452594583305	0.880281551089394	0.131740239581722	grey60	ns
CNTNAP2	-0.0323442998408395	0.274367774339325	-0.105196556785698	-0.116929908617653	0.328712353124718	0.348890261581091	109.581544137084	0.258137234313	0.551903013857336	grey60	ns
ZNF500	0.168300190472624	-0.0577303207909955	-0.0553827502788358	0.22485672600754	-0.00203305570070555	0.224865916817805	359.481970856882	0.12343707349884	0.752597768891677	grey60	ns
FAM169A	0.01289308748144	0.527242195113653	-0.238175247841099	-0.131640386154837	0.662870950098541	0.675815868230051	101.23230179625	1.9583061356936	0.0110076310425085	grey60	ns
PPP1R16B	0.113358026180569	0.277732807150102	-0.176614287712706	0.0627987664618707	0.39347612628685	0.398455953684768	80.9320740280709	0.917702384418143	0.120864181572405	grey60	ns
DNM3	0.176372655364956	-0.30389948979684	0.0490569009354286	0.303793949795662	-0.305669200802211	0.430957566648402	314.823707751596	0.391780731916485	0.405713321677027	grey60	ns
AUTS2	-0.15540597725446	0.514779745408089	-0.151908218897417	-0.336841740509796	0.577368713485901	0.668443707025531	120.259644850918	0.783631203223321	0.164576869365573	grey60	ns
SENP6	-0.234626084838009	0.600960090927323	-0.151801919285773	-0.459205170658784	0.651911023848382	0.797406653956943	125.160810203302	2.29414249782665	0.00507992736003457	grey60	ns
RAB11FIP5	0.464613143722043	-0.197355431037168	-0.136177919330223	0.631379818905739	-0.0529812792785341	0.633598841283216	355.203349050659	1.38906073134595	0.0408262291312669	grey60	ns
ANKRD17	-0.188504761483829	0.424832521539627	-0.0964440239652188	-0.352699010271033	0.451438730804191	0.572881767484588	127.999717747944	0.561892905158985	0.274225031373136	grey60	ns
GIGYF2	-0.00743612035094137	0.297223445920968	-0.127208978436791	-0.0924433540930299	0.367569261683636	0.379015746177679	104.117056822146	0.579151886865865	0.26354095364449	grey60	ns
APPL1	-0.0216128421989724	0.476528381259745	-0.199298323498779	-0.160227871079455	0.585283094876807	0.606818977800817	105.310248934671	1.65523386043386	0.022119033153144	grey60	ns
HACL1	0.21478982713399	0.368831964565401	-0.265385181433083	0.163066435567831	0.549248159950352	0.572943455864228	73.4643580016228	1.76285757207307	0.0172640397752526	grey60	ns
DECR2	0.00254943448185922	-0.152905741195524	0.0660547975747439	0.0459749062922493	-0.18962538900138	0.195119143505976	283.62845457904	0.0943017112244259	0.804819126401858	grey60	ns
LSM14A	-0.144123585909374	0.452610591598189	-0.129969339066686	-0.305444212175125	0.504529019690758	0.589784450847426	121.190907368374	0.978502600440845	0.105074516326173	grey60	ns
POLDIP2	0.0646380952648976	-0.67799180917832	0.267290110311292	0.269988944698412	-0.81863815601612	0.862010708022143	288.252686872371	3.04802891943425	0.000895305145680022	green3	S+
GPSM1	0.471466461515596	-0.361855576874454	-0.0670874477027275	0.685937973804186	-0.255276688088728	0.731899645708441	339.586892324159	1.70225526095908	0.0198492791304433	grey60	ns
GGA1	0.0329226216330264	-0.609670542992765	0.25245218053294	0.211531802862939	-0.746620179753088	0.776007343030321	285.818442268824	2.45318910432034	0.00352217472020414	green3	S+
ABHD12	0.298968809054453	-0.355175157440894	0.0127720409278619	0.470170367310968	-0.318651621038654	0.567978018842185	325.873073376064	0.596441555164367	0.253255242858482	grey60	ns
HERC4	-0.191108975635646	0.540163775320703	-0.145939752835991	-0.388220986878002	0.59418308500983	0.709766914672928	123.159368160973	1.51014257522674	0.0308928108101783	grey60	ns
TOR1AIP1	-0.276855764240309	0.288965280281723	0.0057460435114083	-0.424211426136875	0.245275053883533	0.490015495798502	149.963903101475	0.368806209118488	0.42775371583332	grey60	ns
CCDC9	-0.0492978421096816	-0.509240407022991	0.247728743302767	0.0814579897504306	-0.655554514063228	0.660596037683285	277.083161462176	2.80298093611327	0.00157405195788299	green3	S+
DCAF4	0.174573780707556	0.262249307626889	-0.199185110095447	0.143041681941835	0.399613927928023	0.424443416920102	70.3051876906605	0.642410703715115	0.227818661688129	grey60	ns
CHTOP	0.191067776371947	0.0331476076857079	-0.106297480040235	0.227642712549211	0.120762988403617	0.257691489857416	27.9456616771306	0.222545376433995	0.599038345957775	grey60	ns
EDRF1	-0.087712416706345	0.653635098924061	-0.245497483507538	-0.291781224414607	0.778671657756071	0.831544246275251	110.541809994515	3.31782342726992	0.000481034884847386	red	O+
SZRD1	-0.00524844499116898	-0.607482121659105	0.269811387125795	0.163586922275486	-0.75975846518291	0.777170255836298	282.151095814835	2.55073392099679	0.00281362412425598	green3	S+
WIPI2	0.123381814458202	-0.796053635138243	0.291040328520886	0.37588846776688	-0.941450988829523	1.01371697458818	291.765098528452	3.66231618164839	0.000217612490008318	green3	S+
CCDC69	-0.0578883592016405	-0.641486191951279	0.310040336875307	0.107834568336346	-0.82404614633865	0.831071805215329	277.455354718084	2.81291648992828	0.00153845043903034	green3	S+
TANC2	-0.327320087984468	0.117524093467474	0.10540304110685	-0.43878365527163	0.0104971392649021	0.438909200252489	178.629559079082	0.13428013326941	0.734040236939537	grey60	ns
WSB1	-0.318421054161922	0.34024981395038	0.00313218785956714	-0.490112055066895	0.291952428258147	0.570478787412577	149.21837481221	0.526428485401565	0.297557920255068	grey60	ns
LDLRAP1	0.167696349673325	0.151485382509861	-0.147147816147544	0.165527566492166	0.258623936450718	0.307059791855077	57.3794607755632	0.401646939790776	0.396600319932401	grey60	ns
PRPF31	0.214121584025569	-0.224655869573192	-0.00392977772009106	0.32841440767221	-0.191154402822843	0.379994774813084	329.798351091879	0.291084819694465	0.511581911500604	grey60	ns
EPC2	-0.331310348676792	0.405468749441699	-0.0193772823894902	-0.524356082202896	0.367927456262822	0.640562185907974	144.943627943211	0.540453342515546	0.288102254955007	grey60	ns
TCTN3	0.000592470007975448	0.366496698211944	-0.161542932817086	-0.101884412689454	0.457295734676101	0.468508081576007	102.56022167062	0.797446331404654	0.159423987913633	grey60	ns
FGFR1OP2	-0.0254510310160422	0.498221691585427	-0.207001049409891	-0.17106135210381	0.610740809028439	0.634244686218415	105.646937513533	2.8791388420654	0.00132087328920796	red	O+
KIFBP	-0.0511686803179573	0.31118395609014	-0.112359974127048	-0.150580671299504	0.366799803186789	0.39650552857038	112.31940021868	0.557886726896199	0.276766341591077	grey60	ns
GAPVD1	-0.114086836414161	0.277110635176649	-0.0671669979989136	-0.219058655003029	0.298153176284818	0.36997568955333	126.305413394095	0.311340373496096	0.488269533498948	grey60	ns
TRPC4AP	-0.309510896384116	-0.608944037205522	0.416500606634785	-0.213289181098748	-0.888061111740392	0.913315286721598	256.494841101698	4.52029087331917	3.017929753013e-05	green3	S+
SERBP1	0.133153182808774	0.451492628863312	-0.262570284448088	0.0386920106011626	0.618396622827998	0.619605886680746	86.4197689339803	2.20042452964644	0.00630340875163967	red	O+
TES	-0.119341311988884	0.497050820667934	-0.161418531339217	-0.287157456653242	0.570251186451671	0.638471472002546	116.728138884835	1.54441600059985	0.0285485463428808	grey60	ns
ZBTB20	-0.19340245527177	0.625557274688876	-0.182412022332666	-0.414975081449875	0.69972193669851	0.813520194538183	120.67036238142	1.48231084983825	0.0329373875732945	grey60	ns
TTLL3	-0.16567003030934	-0.347908718732601	0.232601450790828	-0.108016396338453	-0.502736553962501	0.514209669850768	257.873959136507	1.02868626462562	0.0936081657584591	grey60	ns
IRF2BP1	0.411186997619379	-0.283513849838236	-0.0726236649284809	0.589255755002737	-0.182636257540645	0.616910323606518	342.779493610331	1.37275244560713	0.0423884517755533	grey60	ns
TRAF3IP1	-0.162187727864656	0.294516874325573	-0.0517373153282165	-0.283577507363335	0.299864924406977	0.41271682249698	133.400942574881	0.212590359870873	0.612928252238355	grey60	ns
PHF19	0.294468997712694	0.0172439492759445	-0.148932456583508	0.360313251366476	0.143912988983879	0.387990447702718	21.7722992139102	0.634559432174717	0.231974671198549	grey60	ns
ZNF658	0.0437059226354131	0.0232259954027133	-0.0311982808421885	0.0476920653551507	0.0471328058106669	0.0670524755801454	44.6620840120064	0.14831031082562	0.710705520955737	grey60	ns
NAT9	0.0240837816870058	-0.00341924916188298	-0.0100557455785353	0.030821279057215	0.00574737448894535	0.0313525685748217	10.5628688678287	0.018885028605169	0.957447504184763	grey60	ns
ZNF337	0.0941356952683104	0.61114356931316	-0.31408830422658	-0.0543919372749796	0.801274306876485	0.803118296206055	93.8833828065607	3.21922372351426	0.0006036375899342	red	O+
NOC2L	0.135880032661172	-0.309208258097326	0.0708292178854569	0.255069552767106	-0.329122108591208	0.416391449374665	307.775675453722	0.418561539168177	0.38145073919612	grey60	ns
RSL1D1	0.372035806504374	0.339859883633292	-0.328115535920744	0.366163632648101	0.578483682437364	0.684630686370649	57.6673590533349	2.59665881812668	0.0025312857944047	purple	N+O+
GIMAP2	-0.192034342557769	0.942334262087503	-0.322450590890774	-0.501976178156134	1.09533581300095	1.20488199699336	114.621285067392	6.93014798841072	1.17449726985948e-07	red	O+
IFT172	0.0719786122789952	0.270760579941423	-0.153684389068142	0.0134405168423544	0.367580125670782	0.367825768919386	87.9059206076624	0.384250181415516	0.41280962871653	grey60	ns
MTG2	-0.449741741251093	-0.53458096794619	0.451091661696848	-0.407997088126422	-0.853617537085882	0.94611020686821	244.453953988269	5.41750634718918	3.82378665174805e-06	green3	S+
SENP3	-0.141661281997864	0.100672078381209	0.0237017008712212	-0.20384817162408	0.0666583022625278	0.214470059297336	161.892267917779	0.104005850712844	0.787035186871241	grey60	ns
INTS1	0.157350800508158	-0.482659518043949	0.136841803695432	0.330259657682416	-0.53650388230434	0.630006235858135	301.615512713802	2.02391895097439	0.00946413766779273	green3	S+
LYSET	0.149830571220445	0.347507075942004	-0.224821787600307	0.0884879270495959	0.495651335146719	0.503488191784335	79.8777077608195	1.16426773905208	0.0685065758716503	grey60	ns
FBXW2	-0.180469740015175	0.253660766157426	-0.0249852619019829	-0.294807492142897	0.241314538963079	0.380977905052967	140.697974708237	0.245520551342429	0.568171504357988	grey60	ns
PTPN22	0.118160177024915	0.392114119477747	-0.22924709754217	0.0367266660571264	0.538114598865664	0.539366451971223	86.0955812915426	1.41683801108439	0.0382967561000091	grey60	ns
GMEB2	0.217018876541225	-0.548589369503676	0.137210261841815	0.422708430372155	-0.593919902651198	0.728987837945805	305.440459326731	1.85468646513843	0.0139737682018577	grey60	ns
SPAG8	-0.344402477928027	0.142686950527957	0.102530931173157	-0.467011418778584	0.0347761328761165	0.468304435904042	175.741314101033	0.39023420495196	0.407160646285268	grey60	ns
