Eta	MaxDepth	Gamma	ColsampleByTree	MinChildWeight	subsample	nrounds	Accuracy	Kappa	AccuracySD	KappaSD
0.5	4	0	0.6	1	1	10	0.676922748197276	0.349302970858505	0.0603132165291728	0.120654190505677
0.5	4	0	0.6	10	1	10	0.624265693832395	0.244903061593934	0.068497369412582	0.134147586607437
0.5	4	0	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	4	0	1	1	1	10	0.665309059698797	0.324635688123439	0.0696670093586409	0.141002867988937
0.5	4	0	1	10	1	10	0.618572956075189	0.235041128625097	0.0774716200877616	0.150250760737762
0.5	4	0	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	4	1	0.2	1	1	10	0.661074586510388	0.317864271276726	0.0776723882721802	0.150901533861438
0.5	4	1	0.2	10	1	10	0.624596528901525	0.242569984809502	0.0765919352646395	0.151719083904532
0.5	4	1	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	4	1	0.6	1	1	10	0.66517637738051	0.325916974431539	0.0603432972921676	0.119824914658772
0.5	4	1	0.6	10	1	10	0.639703300626285	0.276838027977438	0.0739414542130836	0.143540319917043
0.5	4	1	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	4	1	1	1	1	10	0.663167219780184	0.317683184037032	0.0560517653536114	0.114493207535345
0.5	4	1	1	10	1	10	0.618572956075189	0.235041128625097	0.0774716200877616	0.150250760737762
0.5	4	1	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	4	1.5	0.2	1	1	10	0.651596408682447	0.302523862883129	0.0716193102702706	0.138660261885089
0.5	4	1.5	0.2	10	1	10	0.629580087839535	0.257601384607443	0.0733274346183073	0.140046823002883
0.5	4	1.5	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	4	1.5	0.6	1	1	10	0.66703322545822	0.331598811392376	0.0744946535928848	0.142893539571982
0.5	4	1.5	0.6	10	1	10	0.620323099517592	0.238813213870795	0.0719328410827874	0.135697217433685
0.5	4	1.5	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	4	1.5	1	1	1	10	0.67499952891657	0.34323115001739	0.0603947331992246	0.11993067488572
0.5	4	1.5	1	10	1	10	0.618572956075189	0.235041128625097	0.0774716200877616	0.150250760737762
0.5	4	1.5	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	0	0.2	1	1	10	0.648518746726501	0.298188005074695	0.0739674307274163	0.145235757866714
0.1	6	0	0.2	10	1	10	0.615757158185587	0.230010126811478	0.0641883033859687	0.124026325364928
0.1	6	0	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	0	0.6	1	1	10	0.67864553623903	0.351118223768695	0.073248386921823	0.146958331112084
0.1	6	0	0.6	10	1	10	0.630358989195341	0.256445263082566	0.0666057815810142	0.13198540056778
0.1	6	0	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	0	1	1	1	10	0.652078826135806	0.297671176217096	0.0746595880966014	0.152950313428552
0.1	6	0	1	10	1	10	0.624573190184064	0.243446768911474	0.0715483778718442	0.139961520838532
0.1	6	0	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	1	0.2	1	1	10	0.664353303135934	0.327153303166169	0.0749307059930266	0.148748860757699
0.1	6	1	0.2	10	1	10	0.628732129128307	0.254191441115008	0.0699981419223504	0.143212623612523
0.1	6	1	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	1	0.6	1	1	10	0.662244829682998	0.320378746513814	0.068046845924727	0.135858063350572
0.1	6	1	0.6	10	1	10	0.625108544392563	0.245679663620675	0.0710642915838391	0.138035341061007
0.1	6	1	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	1	1	1	1	10	0.655513957912197	0.305473522017659	0.0745682885517862	0.149652105763257
0.1	6	1	1	10	1	10	0.624573190184064	0.243446768911474	0.0715483778718442	0.139961520838532
0.1	6	1	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	1.5	0.2	1	1	10	0.664751981163864	0.329102101603593	0.0721619431289215	0.138189782577278
0.1	6	1.5	0.2	10	1	10	0.615585037290214	0.232453145928735	0.0708603288384118	0.140282682751435
0.1	6	1.5	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	1.5	0.6	1	1	10	0.6602183990901	0.315700608696406	0.0630343552657269	0.126113165145725
0.1	6	1.5	0.6	10	1	10	0.624588566322307	0.244077560548691	0.0738303305342303	0.142537358580054
0.1	6	1.5	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.1	6	1.5	1	1	1	10	0.656006810986839	0.306733363382966	0.0749021968301968	0.149972909745077
0.1	6	1.5	1	10	1	10	0.624573190184064	0.243446768911474	0.0715483778718442	0.139961520838532
